pair,model,feature,estimate_type,estimate,train_observations,train_events
24h_to_12h,linear_regression,bucket__bucket_label_<74°,standardized_coefficient,-0.18213049741283444,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<75°,standardized_coefficient,-0.15209584900089365,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<76°,standardized_coefficient,-0.12309871842663782,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<77°,standardized_coefficient,0.04235679104431703,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<78°,standardized_coefficient,-0.049357253407786274,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<79°,standardized_coefficient,0.02785145047794313,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<80°,standardized_coefficient,-0.06790038966079091,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<81°,standardized_coefficient,-0.019435872776440946,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<82°,standardized_coefficient,-0.10589363525077693,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<83°,standardized_coefficient,-0.06541905462872671,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<84°,standardized_coefficient,0.10185332563421876,4402,1193
24h_to_12h,linear_regression,bucket__bucket_label_<85°,standardized_coefficient,-0.04360614577339359,4402,1193
