pair,model,feature,estimate_type,estimate,train_observations,train_events
6h_to_1h,linear_regression,bucket__bucket_label_59° or above,standardized_coefficient,-0.003574049793004099,379,64
6h_to_1h,linear_regression,bucket__bucket_label_59° to 60°,standardized_coefficient,0.14022682181631352,379,64
6h_to_1h,linear_regression,bucket__bucket_label_60° or below,standardized_coefficient,0.025491056654095644,379,64
6h_to_1h,linear_regression,bucket__bucket_label_60° to 61°,standardized_coefficient,0.0068681677642063975,379,64
6h_to_1h,linear_regression,bucket__bucket_label_61° or above,standardized_coefficient,0.008001838458372657,379,64
6h_to_1h,linear_regression,bucket__bucket_label_61° or below,standardized_coefficient,0.0004229575419366985,379,64
6h_to_1h,linear_regression,bucket__bucket_label_61° to 62°,standardized_coefficient,-0.022136729348889935,379,64
6h_to_1h,linear_regression,bucket__bucket_label_62° or above,standardized_coefficient,0.002819750246463866,379,64
6h_to_1h,linear_regression,bucket__bucket_label_62° to 63°,standardized_coefficient,0.00137231889296794,379,64
6h_to_1h,linear_regression,bucket__bucket_label_63° to 64°,standardized_coefficient,0.0030813935201334172,379,64
6h_to_1h,linear_regression,bucket__bucket_label_64° or above,standardized_coefficient,0.005452692035309157,379,64
6h_to_1h,linear_regression,bucket__bucket_label_64° to 65°,standardized_coefficient,0.0012477049266481563,379,64
6h_to_1h,linear_regression,bucket__bucket_label_65° to 66°,standardized_coefficient,0.022105811125760808,379,64
6h_to_1h,linear_regression,bucket__bucket_label_66° to 67°,standardized_coefficient,-0.0009260202768221412,379,64
6h_to_1h,linear_regression,bucket__bucket_label_67° to 68°,standardized_coefficient,-0.013532135995281185,379,64
6h_to_1h,linear_regression,bucket__bucket_label_68° to 69°,standardized_coefficient,0.002692957930027967,379,64
6h_to_1h,linear_regression,bucket__bucket_label_69° or above,standardized_coefficient,1.018185827655893e-05,379,64
6h_to_1h,linear_regression,bucket__bucket_label_69° to 70°,standardized_coefficient,0.0031890351666074394,379,64
6h_to_1h,linear_regression,bucket__bucket_label_70° or above,standardized_coefficient,0.004499500807749374,379,64
6h_to_1h,linear_regression,bucket__bucket_label_70° to 71°,standardized_coefficient,-0.008656161909579574,379,64
6h_to_1h,linear_regression,bucket__bucket_label_72° to 73°,standardized_coefficient,0.022491343428400448,379,64
6h_to_1h,linear_regression,bucket__bucket_label_74° to 75°,standardized_coefficient,0.0017209786231421938,379,64
6h_to_1h,linear_regression,bucket__bucket_label_76° to 77°,standardized_coefficient,0.0076865642070473444,379,64
6h_to_1h,linear_regression,bucket__bucket_label_83° to 84°,standardized_coefficient,0.006293869578448137,379,64
6h_to_1h,linear_regression,bucket__bucket_label_infrequent_sklearn,standardized_coefficient,0.0009321175489018126,379,64
6h_to_1h,ridge_regression,intercept,intercept,0.0016711941806435847,379,64
6h_to_1h,ridge_regression,numeric__midpoint_probability,standardized_coefficient,-0.007188547128821418,379,64
6h_to_1h,ridge_regression,numeric__bid_ask_spread,standardized_coefficient,-0.0026213322921027787,379,64
6h_to_1h,ridge_regression,numeric__volume,standardized_coefficient,0.003641250332658283,379,64
6h_to_1h,ridge_regression,numeric__open_interest,standardized_coefficient,0.004910183494376746,379,64
6h_to_1h,ridge_regression,numeric__delta_p_1h,standardized_coefficient,-0.0018519244084588841,379,64
6h_to_1h,ridge_regression,numeric__delta_p_6h,standardized_coefficient,-0.006119307881491936,379,64
6h_to_1h,ridge_regression,numeric__delta_p_24h,standardized_coefficient,0.006432823361193563,379,64
6h_to_1h,ridge_regression,numeric__volatility_6h,standardized_coefficient,-0.003858331580073136,379,64
6h_to_1h,ridge_regression,numeric__volatility_24h,standardized_coefficient,0.00831227602324059,379,64
6h_to_1h,ridge_regression,numeric__volume_6h,standardized_coefficient,-0.0017098502483731146,379,64
6h_to_1h,ridge_regression,numeric__volume_24h,standardized_coefficient,-0.007479613875838619,379,64
6h_to_1h,ridge_regression,numeric__time_to_close,standardized_coefficient,-0.0014728368861271002,379,64
6h_to_1h,ridge_regression,numeric__missingindicator_delta_p_24h,standardized_coefficient,0.0007500378606843113,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_43° to 44°,standardized_coefficient,0.0007618320277587816,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_45° to 46°,standardized_coefficient,-0.013769493331144364,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_46° to 47°,standardized_coefficient,-0.0007900032164482234,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_47° to 48°,standardized_coefficient,0.030448443219825545,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_48° to 49°,standardized_coefficient,0.0012897292526078826,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_49° to 50°,standardized_coefficient,0.00697099557817972,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_50° or below,standardized_coefficient,0.0004368138331152107,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_50° to 51°,standardized_coefficient,0.008908192357117142,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_51° to 52°,standardized_coefficient,0.004459644519267883,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_52° or below,standardized_coefficient,0.0005582321417328642,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_52° to 53°,standardized_coefficient,-0.00748482005309615,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_53° or below,standardized_coefficient,-0.00026086103771740085,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_53° to 54°,standardized_coefficient,-0.002950225866839592,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_54° to 55°,standardized_coefficient,-0.05435597058635347,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_55° or below,standardized_coefficient,0.0013145227257204935,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_55° to 56°,standardized_coefficient,-0.0011265032345841482,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_56° to 57°,standardized_coefficient,0.047190765029166096,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_57° to 58°,standardized_coefficient,-0.03992968656112065,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_58° to 59°,standardized_coefficient,-0.0009360457585284052,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_59° or above,standardized_coefficient,-0.004562787343695715,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_59° to 60°,standardized_coefficient,0.05423256746384708,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_60° or below,standardized_coefficient,0.00531695168579663,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_60° to 61°,standardized_coefficient,-7.679598995087209e-05,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_61° or above,standardized_coefficient,-0.0003366846601040093,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_61° or below,standardized_coefficient,-0.0011389757054696924,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_61° to 62°,standardized_coefficient,-0.012883244720754312,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_62° or above,standardized_coefficient,-0.0009731630368913711,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_62° to 63°,standardized_coefficient,-0.001971473102436955,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_63° to 64°,standardized_coefficient,-0.0011001047297288604,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_64° or above,standardized_coefficient,-0.0006358260412479957,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_64° to 65°,standardized_coefficient,-0.0012073048806347493,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_65° to 66°,standardized_coefficient,0.007872602836692113,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_66° to 67°,standardized_coefficient,-0.003979096164056116,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_67° to 68°,standardized_coefficient,-0.00878659390491099,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_68° to 69°,standardized_coefficient,-1.8380277717354495e-05,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_69° or above,standardized_coefficient,-0.0012818025499067103,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_69° to 70°,standardized_coefficient,-0.0012466430850783872,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_70° or above,standardized_coefficient,-0.0009318715487702982,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_70° to 71°,standardized_coefficient,-0.004426921307339188,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_72° to 73°,standardized_coefficient,0.00838936498179943,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_74° to 75°,standardized_coefficient,-0.002305128541407159,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_76° to 77°,standardized_coefficient,-0.0008166643477487867,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_83° to 84°,standardized_coefficient,-0.000512997624170886,379,64
6h_to_1h,ridge_regression,bucket__bucket_label_infrequent_sklearn,standardized_coefficient,-0.004907038745003297,379,64
